_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
30305,OPP 34 FALMOUTH AVE,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.251755947, 43.732458019]]}",5,Weekdays from 7 AM - 9 PM,53149,FALMOUTH AVE NB,40,2022-12-16T13:00:00Z,46,20
30306,45 Pearldale Avenue,SB,2020-02-14T11:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.563417, 43.749319]]}",30,Weekdays from 7 AM - 9 PM,92,Pearldale Ave SB,40,2019-01-03T13:00:00Z,46,7
30307,27/29 Bimbrok Rd,NB,2024-08-21T23:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.252457, 43.737051]]}",20,Weekdays from 7 AM - 9 PM,67941,Bimbrok Rd NB,30,2024-03-22T07:00:00Z,36,21
30308,NB Crow Trl 6m N/of Horseley Hill Dr,NB,2024-03-26T16:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.232216, 43.80955]]}",5,Weekdays from 7 AM - 9 PM,67648,Crow Trl NB,40,2023-10-31T07:00:00Z,46,23
30309,3418 Weston Road,SB,2020-03-03T06:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.541904, 43.749331]]}",30,Weekdays from 7 AM - 9 PM,166,Weston Rd SB,50,2019-03-06T10:00:00Z,56,7
30310,E side McCowan Rd approx 125m N of Kenhatch Blvd,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.264139, 43.80268]]}",30,Weekdays from 7 AM - 9 PM,67688,McCowan Rd NB,50,2023-11-15T13:00:00Z,56,23
30311,"265 Chartland Blvd S, N side of school parking ENTR",NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.270182, 43.802491]]}",5,Weekdays from 7 AM - 9 PM,67690,Chartland Blvd S NB,40,2023-11-15T11:00:00Z,46,23
30312,195 Sentinel Road,NA,2017-03-01T12:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.497953221, 43.752662134]]}",30,Weekdays from 7 AM - 9 PM,291,Sentinel,40,2016-01-01T00:00:00Z,46,7
30313,296 Sentinel Road,SB,2019-11-27T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.500184, 43.754667]]}",30,Weekdays from 7 AM - 9 PM,294,Sentinel Rd SB,40,2019-08-01T00:00:00Z,46,7
30314,2751 Victoria Park Avenue,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.324874, 43.77947]]}",30,Weekdays from 7 AM - 9 PM,476,Victorial Park Ave NB,50,2018-11-21T15:00:00Z,56,22
30315,"Finch, 225m w/o Birchmount Rd",WB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.308962, 43.798452]]}",30,Weekdays from 7 AM - 9 PM,67735,Finch Ave E WB,50,2023-12-19T13:00:00Z,56,22
30316,192 Galloway Road,SB,2024-10-11T17:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.196133, 43.765036]]}",20,Weekdays from 7 AM - 9 PM,702,Galloway Rd SB,30,2019-04-12T08:00:00Z,36,24
30317,379 Driftwood Avenue,EB,2022-01-15T12:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.516143, 43.766884]]}",20,Weekdays from 7 AM - 9 PM,716,Driftwood Ave EB,30,2019-03-07T09:00:00Z,36,7
30318,694 Morrish Road,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.175365, 43.79471]]}",20,Weekdays from 7 AM - 9 PM,729,Morrish Rd SB,30,2019-01-03T14:00:00Z,36,25
30319,E sdie Warden Ave N beside HP #3005,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.318987, 43.802312]]}",30,Weekdays from 7 AM - 9 PM,67700,Warden Ave NB,50,2023-11-27T13:00:00Z,56,22
30320,101 Yatescastle Drive,NB,2021-01-14T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.508455, 43.743909]]}",5,Weekdays from 7 AM - 9 PM,935,Yatescastle Dr NB,40,2019-11-04T11:00:00Z,46,7
30321,334 The East Mall,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.557186, 43.638992]]}",20,Weekdays from 7 AM - 9 PM,576,The East Mall SB (1&amp;#x2F;2),30,2018-11-02T12:00:00Z,36,2
30322,349 Grandravine Drive,WB,2019-12-11T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.513248, 43.747394]]}",5,Weekdays from 7 AM - 9 PM,997,Grandravine Ave WB,40,2019-11-01T13:00:00Z,46,7
30323,1557 Bloor St W,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.453587, 43.655944]]}",5,Weekdays from 7 AM - 9 PM,67926,Bloor St W EB,40,2024-03-04T08:00:00Z,46,4
30324,329/331 MORNINGSIDE AVE,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.18843839, 43.774551583]]}",30,Weekdays from 7 AM - 9 PM,5251,MORNINGSIDE AVE NB,50,2022-04-22T12:00:00Z,56,25
30325,195 Sentinel Road,NB,2017-03-01T12:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.497953221, 43.752662134]]}",30,Weekdays from 7 AM - 9 PM,2158,Sentinel Rd NB,40,2020-04-16T00:00:00Z,46,7
30326,"Milner, w/o Cinemart (S isde)",EB,2024-08-27T10:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.207618, 43.796447]]}",30,Weekdays from 7 AM - 9 PM,67745,Milner Ave EB,50,2023-12-21T09:00:00Z,56,25
30327,N side Alliance Ave approx 105m E of Rockcliffe Blvd,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.487936, 43.677312]]}",5,Weekdays from 7 AM - 9 PM,67921,Alliance Ave WB,40,2024-03-04T09:00:00Z,46,5
30328,S side Alliance Ave approx 75m E of Rockcliffe Blvd,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.488555, 43.676974]]}",5,Weekdays from 7 AM - 9 PM,67923,Alliance Ave EB,40,2024-03-04T09:00:00Z,46,5
30329,Troutbrooke Dr opposite 42 Buxton Rd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.503786, 43.732602]]}",5,Weekdays from 7 AM - 9 PM,67657,Troutbrooke Dr NB,40,2023-11-01T11:00:00Z,46,6
30330,80 Topcliff Avenue,WB,2021-01-19T19:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.509734, 43.756167]]}",5,Weekdays from 7 AM - 9 PM,2592,Topcliff Ave WB,40,2021-01-19T13:00:00Z,46,7
30331,Shoreham Dr 119m E of Shoreham Ct,WB,2022-07-08T05:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.517255, 43.769756]]}",5,Weekdays from 7 AM - 9 PM,2650,SHOREHAM DR WB,40,2021-03-25T13:00:00Z,46,7
30332,Opp 135 Priscilla Ave,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.489245, 43.664449]]}",20,Weekdays from 7 AM - 9 PM,68033,Priscilla Ave  SB,30,2024-07-11T10:00:00Z,36,4
30333,Driftwood Ave 61m E of Laskay Cres,WB,2021-04-19T10:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.514635, 43.763484]]}",5,Weekdays from 7 AM - 9 PM,2668,DRIFTWOOD AVE WB,40,2021-04-16T14:00:00Z,46,7
30334,143 Gihon Spring Drive,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.598554, 43.754386]]}",5,Weekdays from 7 AM - 9 PM,2250,Gihon Spring Dr EB,40,2020-07-20T09:00:00Z,46,1
30335,RALPH ST 45m S/OF MACDONALD AVE,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.51259619, 43.702039293]]}",20,Weekdays from 7 AM - 9 PM,22203,RALPH ST SB,30,2022-08-25T09:00:00Z,36,5
30336,Sheppard Ave W N side at Banting Ave beside pole P948,NA,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.459143, 43.751265]]}",30,Weekdays from 7 AM - 9 PM,67775,Sheppard Ave W,50,2024-01-03T06:00:00Z,56,6
30337,N side Katherine Rd across HSE# 103/105,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.467135, 43.732504]]}",5,Weekdays from 7 AM - 9 PM,67793,Katherine Rd WB,40,2024-01-08T13:00:00Z,46,6
30338,E side Ancaster Rd approx 25m N of Katherine Rd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.46619, 43.732953]]}",5,Weekdays from 7 AM - 9 PM,67795,Ancaster RD NB,40,2024-01-08T11:00:00Z,46,6
30339,43 Bedford Park Avenue,EB,2021-04-19T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.405417, 43.726887]]}",5,Weekdays from 7 AM - 9 PM,813,Bedford Park Ave EB,40,2019-11-07T16:00:00Z,46,8
30340,Blaydon Ave 68m S/O Whitburn Cres,SB,2024-03-26T07:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.48688, 43.735886]]}",5,Weekdays from 7 AM - 9 PM,67801,Blaydon Ave SB,40,2024-01-10T11:00:00Z,46,6
30341,W side Faywood Blvd 30m S of Sunbeam Ave,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.447711, 43.73986]]}",5,Weekdays from 7 AM - 9 PM,67925,Faywood Blvd SB,40,2024-03-13T02:00:00Z,46,6
30342,"3286, Weston Road",SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.540593, 43.741798]]}",30,Weekdays from 7 AM - 9 PM,67622,Weston RD SB,50,2023-10-26T08:00:00Z,56,7
30343,S side Spenvalley Dr opposite 28 San Robertoway,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.512595, 43.741555]]}",5,Weekdays from 7 AM - 9 PM,67673,Spenvalley Dr EB,40,2024-03-21T11:00:00Z,46,7
30344,N side Spenvalley Dr opposite 1 San Robertoway,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.512502, 43.741768]]}",5,Weekdays from 7 AM - 9 PM,67677,Spenvalley Dr  WB,40,2024-03-21T12:00:00Z,46,7
30345,"2745, Jane Street",NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.513585, 43.741425]]}",30,Weekdays from 7 AM - 9 PM,67678,Jane St NB,50,2023-11-03T08:00:00Z,56,7
30346,"2708, Jane Street",SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.51418, 43.742907]]}",30,Weekdays from 7 AM - 9 PM,67679,Jane St SB,50,2023-11-03T08:00:00Z,56,7
30347,1138 Avenue Road,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.410931632, 43.709548152]]}",5,Weekdays from 7 AM - 9 PM,558,Avenue Rd SB,40,2017-04-06T11:00:00Z,46,8
30348,"55 Ameer Ave, N of parking lot access",NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.440798, 43.728492]]}",5,Weekdays from 7 AM - 9 PM,67920,Ameer Ave NB,40,2024-03-04T11:00:00Z,46,8
30349,"22, Blaydon Avenue",NB,2024-08-13T16:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.486603, 43.73533]]}",5,Weekdays from 7 AM - 9 PM,67613,Blaydon Ave NB,40,2024-03-21T12:00:00Z,46,6
30350,353/355 Lansdowne Ave,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.440238, 43.651818]]}",5,Weekdays from 7 AM - 9 PM,67931,Lansdowne Ave NB,40,2024-03-05T07:00:00Z,46,9
30351,"132, St. Patrick Street",NA,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.390096, 43.653819]]}",20,Weekdays from 7 AM - 9 PM,67937,St. Patrick St,30,2024-03-19T14:00:00Z,36,10
30352,198 Mount Olive Drive,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.596798, 43.752924]]}",5,Weekdays from 7 AM - 9 PM,2251,Mount Olive Dr NB,40,2020-07-20T10:00:00Z,46,1
30353,249 John Garland Boulevard,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.592514, 43.73262]]}",5,Weekdays from 7 AM - 9 PM,2254,John Garland Blvd SB,40,2020-07-20T00:00:00Z,46,1
30354,"Ingleton, 36m s/o Saintsbury",SB,2024-06-29T02:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.271108, 43.821513]]}",5,Weekdays from 7 AM - 9 PM,67750,Ingleton Blvd SB,40,2023-12-21T10:00:00Z,46,23
30355,546 Dufferin Street,NB,2019-10-11T12:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.430704, 43.647389]]}",30,Weekdays from 7 AM - 9 PM,43,Dufferin St NB,40,2019-08-01T00:00:00Z,46,9
30356,ROYAL YORK RD 103M N/OF LA ROSE AVE,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.527743, 43.685122]]}",5,Weekdays from 7 AM - 9 PM,67553,ROYAL YORK RD NB,40,2023-09-06T12:00:00Z,46,2
30357,Opposite 300 Culford Rd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.490519, 43.714458]]}",5,Weekdays from 7 AM - 9 PM,67733,Culford Rd NB,40,2023-12-14T15:00:00Z,46,5
30358,10 Pittsboro Drive,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.591004, 43.735692]]}",30,Weekdays from 7 AM - 9 PM,2255,Martin Grove Rd NB,50,2020-07-20T00:00:00Z,56,1
30359,199 Glenview Avenue,EB,2024-08-23T12:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.411349, 43.718503]]}",20,Weekdays from 7 AM - 9 PM,329,Broadway Ave EB,30,2019-04-17T07:00:00Z,36,8
30360,324 Caledonia Road,SB,2020-01-31T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.459062, 43.685191]]}",30,Weekdays from 7 AM - 9 PM,391,Caledonia Rd SB,40,2019-08-01T00:00:00Z,46,9
30361,93 Margueretta Street,SB,2020-10-16T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.436891, 43.653022]]}",20,Weekdays from 7 AM - 9 PM,398,Brock Ave SB,30,2018-01-24T15:00:00Z,36,9
30362,300 Caledonia Road,WB,2020-01-07T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.459494, 43.683491]]}",30,Weekdays from 7 AM - 9 PM,423,Rogers Rd WB,40,2019-08-01T00:00:00Z,46,9
30363,Lane N College W Sheridan,WB,2021-07-10T14:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.435567, 43.652067]]}",30,Weekdays from 7 AM - 9 PM,438,College St WB,40,2018-01-22T12:00:00Z,46,9
30364,"33, Davisville Ave",EB,2024-03-03T17:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.395058, 43.698584]]}",5,Weekdays from 7 AM - 9 PM,67617,Davisville Ave EB,40,2023-10-26T11:00:00Z,46,12
30365,145 Brock Avenue,NB,2023-01-09T12:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.434071, 43.646038]]}",20,Weekdays from 7 AM - 9 PM,659,Brock Ave NB (Shirley),30,2019-03-21T08:00:00Z,36,9
30366,619/625 Avenue Rd,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.402701, 43.690696]]}",5,Weekdays from 7 AM - 9 PM,67944,Avenue Rd EB,40,2024-03-22T05:00:00Z,46,12
30367,550 Dufferin Street,SB,2022-08-08T14:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.430688, 43.647528]]}",5,Weekdays from 7 AM - 9 PM,974,Dufferin St SB,40,2020-01-28T11:00:00Z,46,9
30368,N side Lawrence Ave W opposite HSE #607,WB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.438801, 43.717317]]}",30,Weekdays from 7 AM - 9 PM,68062,Lawrence Ave W WB,50,2024-08-08T09:00:00Z,56,8
30369,20 Maple Lane,SB,2021-03-30T13:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.440519, 43.672136]]}",5,Weekdays from 7 AM - 9 PM,2637,DUFFERIN ST SB,40,2021-03-01T13:00:00Z,46,9
30370,404 Rogers Road,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.461346, 43.683223]]}",30,Weekdays from 7 AM - 9 PM,383,Rogers Rd EB,40,2017-12-13T15:00:00Z,46,9
30371,Between 1460-1462 Dufferin St,SB,2021-04-19T18:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.440649, 43.67197]]}",5,Weekdays from 7 AM - 9 PM,2646,DUFFERIN ST SB,40,2021-03-31T09:00:00Z,46,9
30372,1723 DUFFERIN STREET,NB,2021-05-03T14:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.443536, 43.67929]]}",5,Weekdays from 7 AM - 9 PM,2698,DUFFERIN ST NB,40,2021-05-03T10:00:00Z,46,9
30373,OPP 381 OSSINGTON AVE,SB,2023-02-08T12:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.422179762, 43.65280691]]}",5,Weekdays from 7 AM - 9 PM,2827,OSSINGTON AVE SB,40,2022-01-28T15:00:00Z,46,9
30374,OPP 1504 DUFFERIN ST,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.441289582, 43.673877864]]}",5,Weekdays from 7 AM - 9 PM,10548,DUFFERIN ST NB,40,2022-07-12T07:00:00Z,46,9
30375,33 Phoebe Street,EB,2020-01-31T12:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.394826, 43.649857]]}",20,Weekdays from 7 AM - 9 PM,147,Bulwer St EB,30,2019-08-01T00:00:00Z,36,10
30376,255 Spadina Avenue,NB,2020-01-27T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.397407934, 43.652096076]]}",30,Weekdays from 12 AM,214,Spadina Ave NB,40,2019-08-01T00:00:00Z,46,10
30377,33 Phoebe Street,EB,2020-07-17T09:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.394976, 43.649825]]}",20,Weekdays from 7 AM - 9 PM,949,Bulwer St EB,30,2020-01-31T09:00:00Z,36,10
30378,OPP95A DUNLOE RD,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.413808518, 43.695922117]]}",20,Weekdays from 7 AM - 9 PM,23688,DUNLOE RD SB,30,2022-09-02T11:00:00Z,36,12
30379,132 ST PATRICK ST,SB,2022-04-11T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.390131401, 43.653924789]]}",20,Weekdays from 7 AM - 9 PM,2877,ST PATRICK ST SB,30,2022-03-11T08:00:00Z,36,10
30380,127 ST PARTICK ST,NB,2022-10-24T12:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.389920323, 43.653697895]]}",20,Weekdays from 7 AM - 9 PM,2883,ST PATRICK ST NB,30,2022-03-11T08:00:00Z,36,10
30381,5 Elm Avenue,NB,2020-01-31T13:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.379715628, 43.673811388]]}",30,Weekdays from 7 AM - 9 PM,211,Mount Pleasant Rd NB,50,2019-08-01T00:00:00Z,56,11
30382,130/132 Fenn Ave,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.391194, 43.751063]]}",5,Weekdays from 7 AM - 9 PM,67833,Fenn Ave SB,40,2024-03-13T09:00:00Z,46,15
30383,S side Park Ln Cir W of School driveway,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.367589, 43.729251]]}",5,Weekdays from 7 AM - 9 PM,67919,Park Lane Circ EB,40,2024-03-04T08:00:00Z,46,15
30384,370 Spadina Avenue,SB,2020-10-16T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.399140641, 43.654929428]]}",20,Weekdays from 7 AM - 9 PM,439,Spadina Ave SB,30,2017-05-10T12:00:00Z,36,11
30385,N side Park Ln Cir 55m W of High Point Rd,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.366165, 43.729758]]}",5,Weekdays from 7 AM - 9 PM,67922,Park Lane Circ  WB,40,2024-03-04T08:00:00Z,46,15
30386,608 Dundas Street West,WB,2020-03-26T09:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.401576, 43.652243]]}",30,Weekdays from 7 AM - 9 PM,511,Dundas St W WB,40,2019-04-11T11:00:00Z,46,11
30387,128 Mount Pleasant Road,SB,2020-07-22T23:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.380821154, 43.676016231]]}",30,Weekdays from 7 AM - 9 PM,653,Mount Pleasant Rd SB,50,2017-03-07T11:00:00Z,56,11
30388,82 HOMEWOOD AVE,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.375528951, 43.665596383]]}",5,Weekdays from 7 AM - 9 PM,11726,HOMEWOOD AVE SB,40,2022-07-18T07:00:00Z,46,13
30389,487 Silverstone Drive,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.596031, 43.738606]]}",5,Weekdays from 7 AM - 9 PM,2256,Silverstone Dr SB,40,2020-07-20T00:00:00Z,46,1
30390,SPADINA AVE 10M S/OF BALDWIN ST,NB,2020-10-16T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.398641122, 43.654816763]]}",20,Weekdays from 7 AM - 9 PM,61878,Spadina Ave NB,30,2022-12-22T00:00:00Z,36,11
30391,1596 Bathurst Street,NA,2019-11-27T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.420367, 43.688177]]}",30,Weekdays from 7 AM - 9 PM,44,Bathurst and Nina,40,2019-08-01T00:00:00Z,46,12
30392,1384 Bathurst Street,SB,2023-01-18T22:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41732, 43.680551]]}",30,Weekdays from 7 AM - 9 PM,66,Bathurst St SB,40,2019-03-20T08:00:00Z,46,12
30393,5845 Leslie St,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.369633, 43.797726]]}",30,Weekdays from 7 AM - 9 PM,67845,Leslie St NB,50,2024-02-01T09:00:00Z,56,17
30394,Opposite 23 Troutbrooke Dr,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.504065, 43.732901]]}",5,Weekdays from 7 AM - 9 PM,67645,Troutbrooke Dr SB,40,2023-10-31T08:00:00Z,46,6
30395,18 Brownlow Avenue,EB,2020-05-26T23:00:00Z,61,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.391526, 43.706447]]}",30,Weekdays from 7 AM - 9 PM,371,Eglinton Ave E EB,60,2019-03-20T06:00:00Z,66,12
30396,2111 Oakdale Rd N side 100m E from RCC ENTR,WB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.524846, 43.753852]]}",30,Weekdays from 7 AM - 9 PM,67861,Oakdale Rd WB,50,2024-02-15T13:00:00Z,56,7
30397,2327 Dufferin Street,WB,2021-10-13T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.447427, 43.693029]]}",5,Weekdays from 7 AM - 9 PM,770,Spenvalley Dr WB,40,2019-10-24T13:00:00Z,46,12
30398,2331 Dufferin Street,NB,2022-07-08T07:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.449296, 43.693535]]}",5,Weekdays from 7 AM - 9 PM,773,Dufferin St NB,40,2019-10-24T14:00:00Z,46,12
30399,Across 155 Lanyard Rd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.54945, 43.747309]]}",5,Weekdays from 7 AM - 9 PM,68025,Lanyard Rd NB,40,2024-06-07T11:00:00Z,46,7
30400,18 Brownlow Avenue,SB,2021-09-28T11:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.391422, 43.706385]]}",5,Weekdays from 7 AM - 9 PM,2219,Brownlow Ave SB,40,2020-05-27T14:00:00Z,46,12
30401,70 Gihon Spring Drive,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.596796, 43.75489]]}",5,Weekdays from 7 AM - 9 PM,2257,Gihon Spring Dr WB,40,2020-07-20T09:00:00Z,46,1
30402,1 Scullion Court,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.597333, 43.753705]]}",5,Weekdays from 7 AM - 9 PM,2258,Mount Olive Dr NB,40,2020-07-20T10:00:00Z,46,1
30403,1795 Martin Grove Road,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.592333, 43.737876]]}",30,Weekdays from 7 AM - 9 PM,2345,Martin Grove Rd SB,50,2020-09-21T14:00:00Z,56,1
30404,Opp 658 Dundas St,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.403188, 43.651898]]}",5,Weekdays from 7 AM - 9 PM,386,Dundas St W EB,40,2019-04-11T11:00:00Z,46,11
30405,395 Queen Street East,EB,2019-10-01T16:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.362239, 43.656062]]}",30,Weekdays from 7 AM - 9 PM,50,Queen St EB,40,2019-08-06T22:00:00Z,46,13
30406,5 Maitland Place,SB,2021-07-27T23:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.375591, 43.665549]]}",20,Weekdays from 7 AM - 9 PM,332,Homewood Ave SB,30,2017-06-22T09:00:00Z,36,13
30407,"Opp 151, Lippincott Street",SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.407297, 43.658983]]}",20,Weekdays from 7 AM - 9 PM,67618,Lippincott St SB,30,2023-10-26T11:00:00Z,36,11
30408,83 Alexander Street,EB,2021-05-03T10:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.379602, 43.663747]]}",20,Weekdays from 7 AM - 9 PM,589,Alexander St EB,30,2017-07-11T09:00:00Z,36,13
30409,444 Sherbourne Street,NB,2022-05-17T09:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.375084, 43.665219]]}",20,Weekdays from 7 AM - 9 PM,609,Homewood Ave NB,30,2018-02-05T13:00:00Z,36,13
30410,80 Sackville Street,EB,2020-07-16T10:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.362375, 43.655995]]}",5,Weekdays from 7 AM - 9 PM,972,Queen St EB,40,2020-01-13T12:00:00Z,46,13
30411,OPP 510 Bathurst St,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.407965, 43.657285]]}",5,Weekdays from 7 AM - 9 PM,67620,Bathurst St NB,40,2023-10-26T11:00:00Z,46,11
30412,E side Manning Ave across 606 Manning Ave,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.415289, 43.662315]]}",20,Weekdays from 7 AM - 9 PM,67749,Manning Ave  SB,30,2023-12-21T11:00:00Z,36,11
30413,187 Borden St,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.407482, 43.663035]]}",20,Weekdays from 7 AM - 9 PM,68023,Borden St NB,30,2024-06-07T10:00:00Z,36,11
