_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
30166,17 Jardine Place,SB,2021-04-19T13:00:00Z,61,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.555366, 43.686783]]}",30,Weekdays from 7 AM - 9 PM,2462,Kipling Ave SB,60,2020-10-28T00:00:00Z,66,2
30167,2 Gracey Boulevard,NB,2021-08-15T18:00:00Z,61,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.553904, 43.684166]]}",30,Weekdays from 7 AM - 9 PM,2558,Kipling Ave NB,60,2020-10-28T12:00:00Z,66,2
30168,23 Lee Avenue,EB,2021-02-01T00:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.564226, 43.691623]]}",5,Weekdays from 7 AM - 9 PM,2600,Ludstone Dr EB c-,40,2021-01-28T10:00:00Z,46,2
30169,23 Lee Avenue,EB,2022-07-08T05:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.564226, 43.691623]]}",5,Weekdays from 7 AM - 9 PM,2606,Ludstone Dr EB,40,2021-02-01T00:00:00Z,46,2
30170,27 Fallingbrooke Court,WB,2021-04-19T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.574726, 43.655197]]}",5,Weekdays from 7 AM - 9 PM,2643,WELLESWORTH DR WB,40,2021-03-09T13:00:00Z,46,2
30171,60/62 Brinloor Blvd,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.213276, 43.739363]]}",20,Weekdays from 7 AM - 9 PM,67764,Brinloor Blvd SB,30,2024-01-04T13:00:00Z,36,24
30172,92 Jane Street,SB,2024-02-26T23:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.485482, 43.65153]]}",20,Weekdays from 7 AM - 9 PM,144,Jane St SB,30,2018-01-22T11:00:00Z,36,4
30173,3180 Lake Shore Boulevard West,WB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.518265, 43.598048]]}",30,Weekdays from 7 AM - 9 PM,2065,Lake Shore Blvd WB,50,2020-03-10T13:00:00Z,56,3
30174,Opposite 182 Jameson Ave,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.436737, 43.639272]]}",5,Weekdays from 7 AM - 9 PM,67859,Jameson Ave NB,40,2024-02-14T10:00:00Z,46,4
30175,7 Arborview Crescent,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.620937, 43.72809]]}",5,Weekdays from 7 AM - 9 PM,2216,Humberwood Blvd NB,40,2020-05-26T08:00:00Z,46,1
30176,335 THE WESTWAY,EB,2022-08-17T15:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.558132, 43.685295]]}",20,Weekdays from 7 AM - 9 PM,2894,THE WESTWAY EB,30,2022-03-13T00:00:00Z,36,2
30177,78 Thurodale Avenue,WB,2024-02-02T15:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.499215, 43.702312]]}",20,Weekdays from 7 AM - 9 PM,23,Thurodale Ave WB,30,2019-04-03T10:00:00Z,36,5
30178,70 Government Road,WB,2024-10-29T11:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.508725, 43.659414]]}",5,Weekdays from 7 AM - 9 PM,2413,Government Rd WB,40,2020-10-22T00:00:00Z,46,3
30179,"79, Thirty First St",NB,2024-10-21T19:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.529648, 43.593924]]}",20,Weekdays from 7 AM - 9 PM,67667,Thirty First St NB,30,2023-11-02T11:00:00Z,36,3
30180,225 Garden Avenue,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.448613, 43.642732]]}",20,Weekdays from 7 AM - 9 PM,520,Galley Ave EB,30,2019-04-11T10:00:00Z,36,4
30181,330 Wilmington Avenue,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.460165, 43.768567]]}",20,Weekdays from 7 AM - 9 PM,555,Wilmington Ave SB,30,2018-01-16T15:00:00Z,36,6
30182,29 Jane Street,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.484707, 43.650144]]}",20,Weekdays from 7 AM - 9 PM,2229,Jane St NB,30,2020-07-06T11:00:00Z,36,4
30183,Opp 538 Jane St,NB,2024-10-23T06:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.489501, 43.662862]]}",30,Weekdays from 7 AM - 9 PM,68031,Jane St  NB,50,2024-07-11T10:00:00Z,56,4
30184,1675 Martin Grove Road,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.588133, 43.729528]]}",30,Weekdays from 7 AM - 9 PM,2233,Martin Grove Rd NB,50,2020-07-15T09:00:00Z,56,1
30185,Sheppard Ave W S side E of Dufferin St beside pole P1045,EB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.462152, 43.75031]]}",30,Weekdays from 7 AM - 9 PM,67773,Sheppard Ave W EB,50,2024-02-07T11:00:00Z,56,6
30186,3979 Dufferin St,NB,2024-05-24T14:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.463203, 43.752815]]}",5,Weekdays from 7 AM - 9 PM,67774,Dufferin St NB,40,2024-03-11T11:00:00Z,46,6
30187,W side Gosford Blvd opposite HSE # 33,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.521043, 43.764469]]}",5,Weekdays from 7 AM - 9 PM,67860,Gosford Blvd SB,40,2024-02-15T13:00:00Z,46,7
30188,281 The East Mall,NB,2022-07-08T05:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.556771, 43.634644]]}",20,Weekdays from 7 AM - 9 PM,469,The East Mall NB,30,2018-11-02T12:00:00Z,36,3
30189,Elizabeth Street,WB,2020-03-24T00:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.496548, 43.61454]]}",20,Weekdays from 7 AM - 9 PM,484,Stanley Ave WB,30,2019-03-07T11:00:00Z,36,3
30190,Flemington Rd 46m w/of Replin Rd,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.444561, 43.719322]]}",5,Weekdays from 7 AM - 9 PM,67611,Flemington Rd EB,40,2024-03-21T12:00:00Z,46,8
30191,104 Jutland Road,WB,2021-04-19T15:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.518436, 43.628689]]}",20,Weekdays from 7 AM - 9 PM,573,Jutland Rd WB,30,2019-03-20T06:00:00Z,36,3
30192,109 John Garland Boulevard,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.587652, 43.732366]]}",5,Weekdays from 7 AM - 9 PM,2235,John Garland Blvd EB,40,2020-07-16T07:00:00Z,46,1
30193,590 Jane St,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.491046, 43.664222]]}",30,Weekdays from 7 AM - 9 PM,68032,Jane St  SB,50,2024-07-11T10:00:00Z,56,4
30194,320 Kipling Avenue,SB,2021-04-19T10:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.517488, 43.599208]]}",30,Weekdays from 7 AM - 9 PM,2064,Kipling Ave SB,50,2020-03-10T13:00:00Z,56,3
30195,E side Gosford Blvd opposite 2 Artech Ct,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.521164, 43.762775]]}",5,Weekdays from 7 AM - 9 PM,67862,Gosford Blvd NB,40,2024-02-15T13:00:00Z,46,7
30196,W side Avenue Rd S of Caribou Rd,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.415274, 43.720663]]}",5,Weekdays from 7 AM - 9 PM,67852,Avenue Rd SB,40,2024-02-06T14:00:00Z,46,8
30197,E side Avenue Rd across Otter Cres,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.414411, 43.718062]]}",5,Weekdays from 7 AM - 9 PM,67853,Avenue Rd NB,40,2024-02-06T13:00:00Z,46,8
30198,Elizabeth Street,EB,2021-05-14T17:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.496548, 43.61454]]}",20,Weekdays from 7 AM - 9 PM,2111,Stanley Ave EB,30,2020-03-24T00:00:00Z,36,3
30199,W side Rosewell Ave approx 107m S of Lawrence Ave W,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.413434, 43.721803]]}",20,Weekdays from 7 AM - 9 PM,67857,Rosewell Ave SB,30,2024-02-13T09:00:00Z,36,8
30200,102/104 Fern Ave,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.444783, 43.645306]]}",20,Weekdays from 7 AM - 9 PM,68102,Fern Ave WB,30,2024-10-11T11:00:00Z,36,4
30201,171 Town Centre Boulevard,WB,2022-07-08T06:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.488583, 43.634715]]}",5,Weekdays from 7 AM - 9 PM,2644,CLOVERHILL RD WB,40,2021-03-09T10:00:00Z,46,3
30202,WILSON AVE 88M E/OF JULIAN RD,WB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.49006919, 43.724940219]]}",30,Weekdays from 7 AM - 9 PM,50108,WILSON AVE WB,50,2022-12-07T09:00:00Z,56,6
30203,249 John Garland Boulevard,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.592514, 43.73262]]}",5,Weekdays from 7 AM - 9 PM,2238,John Garland Blvd SB C,40,2020-07-17T09:00:00Z,46,1
30204,106 Fern Avenue,WB,2021-10-10T21:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.44487, 43.645328]]}",20,Weekdays from 7 AM - 9 PM,72,Fern Ave WB,30,2019-03-20T06:00:00Z,36,4
30205,PETHERHILL AVE 92M S/OF WILSON AVE,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.490875787, 43.723858852]]}",30,Weekdays from 7 AM - 9 PM,51141,PETHERHILL AVE NB,50,2022-12-07T09:00:00Z,56,6
30206,330 CALEDONIA RD,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.459021562, 43.685221441]]}",5,Weekdays from 7 AM - 9 PM,2900,CALEDONIA RD SB,40,2022-04-08T09:00:00Z,46,9
30207,Opposite 55 Tillplain Rd (W side),SB,2024-10-30T15:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.460865, 43.75401]]}",5,Weekdays from 7 AM - 9 PM,67771,Tillplain Rd SB,40,2024-03-15T10:00:00Z,46,6
30208,3383 Weston Road,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.540982, 43.746207]]}",30,Weekdays from 7 AM - 9 PM,155,Weston Rd NB,50,2019-03-06T09:00:00Z,56,7
30209,"Finch, 300m e/o Tobermory",EB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.504093, 43.759989]]}",30,Weekdays from 7 AM - 9 PM,68106,Finch Ave W EB,50,2024-10-30T10:00:00Z,56,7
30210,S side Harbord St at Lippincott St in front of HP#63,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.408301, 43.661767]]}",5,Weekdays from 7 AM - 9 PM,67856,Harbord St EB,40,2024-02-09T13:00:00Z,46,11
30211,293 Ossington Avenue,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.421226, 43.650708]]}",20,Weekdays from 7 AM - 9 PM,471,Ossington Ave NB,30,2019-05-24T12:00:00Z,36,11
30212,333 Runnymede Road,NB,2021-07-19T23:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.477359, 43.654033]]}",20,Weekdays from 7 AM - 9 PM,272,Runnymede Rd NB,30,2018-12-05T11:00:00Z,36,4
30213,51 Gilgorm Road,NB,2024-10-10T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41756, 43.70484]]}",20,Weekdays from 7 AM - 9 PM,503,Gilgorm Rd NB,30,2019-03-11T08:00:00Z,36,8
30214,30 Marmaduke Street,WB,2018-07-03T08:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.451299008, 43.650456751]]}",20,Weekdays from 7 AM - 9 PM,362,Marmaduke St WB,30,2018-02-02T15:00:00Z,36,4
30215,W side Ameer Ave beside pole P136,SB,2024-10-25T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.440932, 43.728427]]}",5,Weekdays from 7 AM - 9 PM,67924,Ameer Ave SB,40,2024-10-24T11:00:00Z,46,8
30216,1723 Dufferin St,NB,2024-10-28T08:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.443366, 43.6792]]}",30,Weekdays from 7 AM - 9 PM,68096,Dufferin St NB,50,2024-09-18T11:00:00Z,56,9
30217,108 John Garland Boulevard,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.584543, 43.732318]]}",5,Weekdays from 7 AM - 9 PM,2240,John Garland Bld WB,40,2020-07-15T11:00:00Z,46,1
30218,Opp 1729 Dufferin St,SB,2024-10-25T21:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.443682, 43.679356]]}",30,Weekdays from 7 AM - 9 PM,68098,Dufferin St SB,50,2024-09-18T11:00:00Z,56,9
30219,1480 Bloor Street West,WB,2020-05-05T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.450542495, 43.656912695]]}",30,Weekdays from 12 AM,552,Bloor St W WB,40,2017-02-24T10:00:00Z,46,4
30220,2447 Dundas Street West,SB,2020-10-16T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.453417823, 43.659186967]]}",20,Weekdays from 7 AM - 9 PM,586,Dundas St W SB,30,2016-11-17T13:00:00Z,36,4
30221,2269 Dundas Street West,NB,2020-05-05T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.452119634, 43.654863447]]}",30,Weekdays from 12 AM,643,Dundas St W NB,40,2016-12-15T11:00:00Z,46,4
30222,29 Jane Street,NB,2020-06-26T14:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.484749, 43.650243]]}",30,Weekdays from 7 AM - 9 PM,670,Jane St NB,40,2018-01-16T10:00:00Z,46,4
30223,148 Varsity Road,EB,2020-03-27T13:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.500928, 43.662937]]}",20,Weekdays from 7 AM - 9 PM,725,Varsity Rd EB,30,2018-01-22T11:00:00Z,36,4
30224,109 Jameson Avenue,NB,2020-03-09T13:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.435318, 43.635557]]}",5,Weekdays from 7 AM - 9 PM,888,Jameson Ave NB,40,2019-12-19T13:00:00Z,46,4
30225,63 Roehampton Ave (W of P-lot access),EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.396627, 43.70835]]}",20,Weekdays from 7 AM - 9 PM,67732,Roehampton Ave EB,30,2023-12-15T09:00:00Z,36,12
30226,127 ST PARTICK ST,NB,2023-07-07T21:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.389867314, 43.653692228]]}",20,Weekdays from 7 AM - 9 PM,58492,ST PATRICK ST NB,30,2022-12-20T12:00:00Z,36,10
30227,1515 Bloor Street West,WB,2020-10-12T10:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.450857, 43.656642]]}",30,Weekdays from 12 AM,2191,Bloor St W WB,40,2020-05-06T10:00:00Z,46,4
30228,203/207 Bellwoods Ave,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.413092, 43.651796]]}",20,Weekdays from 7 AM - 9 PM,67945,Bellwoods Ave NB,30,2024-03-25T07:00:00Z,36,11
30229,Across from 688 Bathurst St (E side),NB,2024-05-08T02:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40992, 43.662271]]}",5,Weekdays from 7 AM - 9 PM,68001,Bathurst St NB,40,2024-04-30T12:00:00Z,46,11
30230,457 Avenue Road,NB,2024-10-08T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.401071, 43.685851]]}",5,Weekdays from 7 AM - 9 PM,992,Avenue Rd NB,40,2019-11-27T10:00:00Z,46,12
30231,971/973 AVENUE RD,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.407728808, 43.703165852]]}",30,Weekdays from 7 AM - 9 PM,37979,AVENUE RD NB,50,2022-12-02T14:00:00Z,56,12
30232,990 AVENUE RD,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.408189456, 43.703484465]]}",30,Weekdays from 7 AM - 9 PM,38476,AVENUE RD SB,50,2022-12-02T14:00:00Z,56,12
30233,404 JARVIS ST,SB,2023-06-06T09:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.377638526, 43.664264373]]}",5,Weekdays from 7 AM - 9 PM,40029,JARVIS ST SB,40,2022-12-05T13:00:00Z,46,13
30234,28 Broadway Avenue,WB,2024-02-14T11:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.397357, 43.709914]]}",20,Weekdays from 7 AM - 9 PM,416,Broadway Ave WB,30,2019-03-20T06:00:00Z,36,15
30235,29/31 Oriole Pkwy,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40138, 43.692724]]}",5,Weekdays from 7 AM - 9 PM,67684,Oriole Pkwy NB,40,2023-11-09T14:00:00Z,46,12
30236,280 Quebec Avenue,NB,2021-03-19T07:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.471352, 43.660325]]}",5,Weekdays from 7 AM - 9 PM,2522,Clendenan Ave NB,40,2020-11-25T13:00:00Z,46,4
30237,110 Jameson Avenue,NB,2022-08-17T09:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.435447, 43.635378]]}",5,Weekdays from 7 AM - 9 PM,2542,Jameson Ave NB,40,2020-12-08T10:00:00Z,46,4
30238,415 JARVIS ST,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.376895535, 43.663151315]]}",5,Weekdays from 7 AM - 9 PM,41967,JARVIS ST NB,40,2022-12-05T13:00:00Z,46,13
30239,"Bloor St, 120m e/o Dundas",WB,2022-07-08T14:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.450871, 43.656708]]}",5,Weekdays from 7 AM - 9 PM,2655,BLOOR ST W WB,40,2021-03-24T13:00:00Z,46,4
30240,105 CARLTON ST,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.377582527, 43.662176521]]}",5,Weekdays from 7 AM - 9 PM,42740,CARLTON ST EB,40,2022-12-05T13:00:00Z,46,13
30241,487 Silverstone Drive,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.596031, 43.738606]]}",5,Weekdays from 7 AM - 9 PM,2241,Silverstone Dr SB c,40,2020-07-17T11:00:00Z,46,1
30242,10 Pittsboro Drive,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.591004, 43.735692]]}",30,Weekdays from 7 AM - 9 PM,2244,Martin Grove Rd NB c,50,2020-07-17T10:00:00Z,56,1
30243,11 Duckworth Street,NB,2020-07-08T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.499714, 43.70264]]}",20,Weekdays from 7 AM - 9 PM,74,Duckworth St NB,30,2019-03-11T08:00:00Z,36,5
30244,10 Waldock Street,WB,2020-03-10T00:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.191856, 43.758532]]}",20,Weekdays from 7 AM - 9 PM,412,Church Ave WB,30,2018-10-24T07:00:00Z,36,24
30245,E side Fenn Ave approx 78m N of Owen Blvd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.390449, 43.750749]]}",5,Weekdays from 7 AM - 9 PM,67831,Fenn Ave NB,40,2024-01-26T14:00:00Z,46,15
30246,50 Leigh Street,EB,2018-11-22T18:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.478635, 43.675533]]}",30,Weekdays from 7 AM - 9 PM,136,McCormack Ave EB,40,2018-01-22T11:00:00Z,46,5
30247,16 Gateway Boulevard,EB,2024-02-26T17:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.332705, 43.710406]]}",30,Weekdays from 8 AM - 5 PM,667,Gateway Blvd EB,40,2017-05-26T12:00:00Z,46,16
30248,CARLTON ST 34M E/OF MUTUAL ST,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.377577271, 43.662297127]]}",5,Weekdays from 7 AM - 9 PM,43855,CARLTON ST WB,40,2022-12-05T13:00:00Z,46,13
30249,OPP 39 PEMBROKE ST,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.372170301, 43.657312242]]}",20,Weekdays from 7 AM - 9 PM,47774,PEMBROKE ST SB,30,2022-12-05T11:00:00Z,36,13
30250,Opposite 141 Isabella St,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.376715, 43.669498]]}",20,Weekdays from 7 AM - 9 PM,68104,Isabella St WB,30,2024-10-30T13:00:00Z,36,13
30251,Opp 682 Gerrard St East,EB,2024-10-29T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.349291, 43.666112]]}",5,Weekdays from 7 AM - 9 PM,67642,682  Gerrard St East EB,40,2023-10-30T06:00:00Z,46,14
30252,S Side Woodville Ave at Pepler Ave,EB,2024-10-08T08:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.348997, 43.692449]]}",20,Weekdays from 7 AM - 9 PM,67676,Woodville Ave EB,30,2024-06-19T16:00:00Z,36,14
30253,75/79 THORNCLIFFE PARK DR,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.342716051, 43.705652196]]}",5,Weekdays from 7 AM - 9 PM,32711,THORNCLIFFE PARK DR NB,40,2022-10-21T11:00:00Z,46,15
30254,62 Lambton Avenue,WB,2020-09-23T09:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.488191, 43.683352]]}",20,Weekdays from 7 AM - 9 PM,482,Lambton Ave WB,30,2019-03-11T06:00:00Z,36,5
30255,THORNCLIFFE PARK DR 193M S/OF OVERLEA BLVD,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.342902646, 43.705681323]]}",5,Weekdays from 7 AM - 9 PM,33846,THORNCLIFFE PARK DR SB,40,2022-10-21T11:00:00Z,46,15
30256,26 Seneca Avenue,EB,2018-03-03T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.477451, 43.680184]]}",30,Weekdays from 7 AM - 9 PM,601,Avon Ave EB,40,2017-12-13T16:00:00Z,46,5
30257,LESLIE ST 228M S/OF LAWRENCE AVE,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.355362303, 43.732316938]]}",30,Weekdays from 7 AM - 9 PM,32980,LESLIE ST NB,50,2022-10-21T11:00:00Z,56,16
30258,303 Rockcliffe Boulevard,NB,2019-10-11T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.487927, 43.673787]]}",20,Weekdays from 7 AM - 9 PM,638,Rockcliffe Blvd NB,30,2018-01-19T14:00:00Z,36,5
30259,105/111 SLOANE AVE,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.309823247, 43.731190907]]}",5,Weekdays from 7 AM - 9 PM,40289,SLOANE AVE NB,40,2022-12-05T14:00:00Z,46,16
30260,BROADLANDS BLVD 21M E/OF CORAL COVE CRES,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.316680387, 43.745198291]]}",5,Weekdays from 7 AM - 9 PM,41979,BROADLANDS BLVD EB,40,2022-12-05T10:00:00Z,46,16
30261,1 Ralph Street,SB,2020-12-29T11:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.512855, 43.701977]]}",20,Weekdays from 7 AM - 9 PM,803,Ralph St SB,30,2019-11-18T11:00:00Z,36,5
30262,OPP 111 BROADLANDS BLVD,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.315683147, 43.745514363]]}",5,Weekdays from 7 AM - 9 PM,43249,BROADLANDS BLVD WB,40,2022-12-05T10:00:00Z,46,16
30263,OPP 117 SLOANE AVE,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.31019432, 43.731810713]]}",5,Weekdays from 7 AM - 9 PM,47656,SLOANE AVE SB,40,2022-12-05T14:00:00Z,46,16
30264,W side Fenside Dr 75m N of Brookbanks Dr,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.326599, 43.759494]]}",5,Weekdays from 7 AM - 9 PM,67693,Fenside Dr SB,40,2023-11-16T08:00:00Z,46,16
30265,81/83 Sweeney Dr,EB,2024-10-20T15:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.314933, 43.735143]]}",5,Weekdays from 7 AM - 9 PM,68013,Sweeney Dr EB,40,2024-09-17T13:00:00Z,46,16
30266,2789 Victoria Park Avenue,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.32626, 43.781952]]}",30,Weekdays from 7 AM - 9 PM,557,Victorial Park Ave SB,50,2018-10-26T08:00:00Z,56,17
30267,76 Thurodale Avenue,WB,2022-01-10T00:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.499132, 43.702297]]}",5,Weekdays from 7 AM - 9 PM,2344,Thurodale Ave WB,40,2020-09-21T11:00:00Z,46,5
30268,OPP 82 VAN HORNE,EB,2024-10-21T14:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.360214971, 43.784982284]]}",5,Weekdays from 7 AM - 9 PM,14449,VAN HORNE AVE EB,40,2022-07-18T13:00:00Z,46,17
30269,177-179 Gary Dr,EB,2021-08-10T09:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.517733, 43.711285]]}",5,Weekdays from 7 AM - 9 PM,2666,GARY DR EB,40,2021-04-13T10:00:00Z,46,5
30270,Opp 161 Gary Dr,WB,2022-03-01T16:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.516721, 43.711612]]}",5,Weekdays from 7 AM - 9 PM,2667,GARY DR WB,40,2021-04-13T10:00:00Z,46,5
30271,68m W/of Whittaker Cres,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.379607, 43.770781]]}",5,Weekdays from 7 AM - 9 PM,67635,Elkhorn Dr WB,40,2023-10-30T07:00:00Z,46,17
30272,53m W/of Elkhorn Drive,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.380746, 43.770464]]}",5,Weekdays from 7 AM - 9 PM,67641,Elkhorn Dr EB,40,2024-03-19T14:00:00Z,46,17
30273,OPP 73 THURODALE AVE,WB,2022-07-08T07:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.499219, 43.702257]]}",5,Weekdays from 7 AM - 9 PM,2788,THURODALE AVE WB,40,2022-01-10T00:00:00Z,46,5
30274,50 Lynmont Road,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.595586, 43.73158]]}",5,Weekdays from 7 AM - 9 PM,2245,Lynmount Rd SB,40,2020-07-16T10:00:00Z,46,1
30275,103/105 Drewry Ave,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.422647, 43.78586]]}",5,Weekdays from 7 AM - 9 PM,68007,Drewry Ave EB,40,2024-05-08T17:00:00Z,46,18
